keyword,domain,url,search_engine,llm_model,pre_rank,post_rank,rank_delta,T1_statistical_density_code,T2_question_heading_code,T3_structured_data_code,T4_citation_authority_code,T1_statistical_density_llm,T2_question_heading_llm,T3_structured_data_llm,T4_citation_authority_llm,X1_domain_authority,X1_global_rank,X2_domain_age_years,X3_word_count,X4_lcp_ms,X6_readability,X7_internal_links,X7B_outbound_links,X8_keyword_difficulty,X9_images_with_alt,X10_https
workflow automation software,microsoft.com,https://www.microsoft.com/de-de/power-platform/products/power-automate/topics/workflow-automation/workflow-automation-software-and-tools?msockid=208e6105ec5c698c08357607ed616800,searxng,meta-llama/Llama-3.3-70B-Instruct,17.0,8,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.53,65.0,34.8,1517.0,,12.84,134.0,5.0,4.27,3.0,1.0
workflow automation software,creatio.com,https://www.creatio.com/glossary/workflow-automation,searxng,meta-llama/Llama-3.3-70B-Instruct,11.0,9,2.0,3.24,1.0,0.0,0.0,23.52,1.0,0.0,1.0,4.33,200123.0,11.9,4008.0,,14.98,251.0,14.0,4.27,13.0,1.0
workflow automation software,zapier.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,10,,,,,,,,,,,,,,,,,,4.27,,
customer success software,custify.com,https://www.custify.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,5.0,1,4.0,0.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.04,1017147.0,11.7,2063.0,,12.5,99.0,24.0,4.36,46.0,1.0
customer success software,velaris.io,https://www.velaris.io/articles/top-10-customer-success-software-tools,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,2,1.0,0.32,1.0,0.0,0.0,0.107,1.0,0.0,1.0,3.01,3271492.0,4.9,3114.0,,16.55,68.0,11.0,4.36,4.0,1.0
customer success software,gainsight.com,https://www.gainsight.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,6.0,3,3.0,3.37,0.0,0.0,0.0,12.0,0.0,1.0,0.0,4.17,790902.0,24.2,742.0,,12.84,152.0,18.0,4.36,58.0,1.0
customer success software,hubspot.com,https://www.hubspot.com/products/service/customer-success-management,searxng,meta-llama/Llama-3.3-70B-Instruct,10.0,4,6.0,0.34,1.0,0.0,0.0,10.2,0.0,0.0,0.0,6.44,265.0,21.0,1475.0,,13.77,83.0,18.0,4.36,31.0,1.0
customer success software,clientsuccess.com,https://www.clientsuccess.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,5,7.0,0.45,0.0,0.0,0.0,0.054,0.0,0.0,0.0,3.69,1340997.0,16.6,1114.0,,14.8,79.0,4.0,4.36,27.0,1.0
customer success software,totango.com,https://www.totango.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,13.0,6,7.0,5.43,1.0,0.0,0.0,6.52,1.0,0.0,0.0,4.02,1020401.0,20.7,460.0,,18.07,96.0,5.0,4.36,50.0,1.0
customer success software,userpilot.com,https://userpilot.com/blog/customer-success-tools/,searxng,meta-llama/Llama-3.3-70B-Instruct,2.0,7,-5.0,2.28,1.0,0.0,0.0,10.8,1.0,0.0,0.0,4.48,53508.0,15.1,3720.0,,12.42,160.0,11.0,4.36,47.0,1.0
customer success software,zendesk.com,https://www.zendesk.com/service/analytics/customer-success-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,8.0,8,0.0,0.12,0.0,0.0,0.0,23.42,1.0,0.0,0.0,6.37,300.0,20.8,4301.0,,15.47,135.0,45.0,4.36,17.0,1.0
customer success software,catalyst.io,,searxng,meta-llama/Llama-3.3-70B-Instruct,,9,,5.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36,1841469.0,15.7,88.0,,,15.0,1.0,4.36,10.0,1.0
customer success software,planhat.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,10,,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,1028264.0,10.6,1934.0,,15.65,6.0,9.0,4.36,4.0,1.0
sales enablement software,highspot.com,https://www.highspot.com/sales-enablement/,searxng,meta-llama/Llama-3.3-70B-Instruct,10.0,1,9.0,0.76,1.0,0.0,0.0,12.5,1.0,0.0,0.0,4.32,209083.0,24.3,3940.0,,15.41,158.0,6.0,4.42,0.0,1.0
sales enablement software,salesforce.com,https://www.salesforce.com/sales/enablement/software/,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,2,10.0,0.43,1.0,0.0,0.0,12.0,1.0,0.0,0.0,6.66,189.0,27.2,3500.0,,11.47,547.0,31.0,4.42,22.0,1.0
sales enablement software,hubspot.com,https://blog.hubspot.com/sales/sales-enablement-platform,searxng,meta-llama/Llama-3.3-70B-Instruct,19.0,3,16.0,2.67,1.0,0.0,0.0,10.67,1.0,1.0,0.0,6.44,265.0,21.0,2251.0,,10.26,116.0,43.0,4.42,21.0,1.0
sales enablement software,dealcode.ai,https://www.dealcode.ai/blog/besten-10-sales-enablement-tools,searxng,meta-llama/Llama-3.3-70B-Instruct,4.0,4,0.0,0.81,1.0,0.0,0.0,10.867,1.0,1.0,0.0,3.81,1177396.0,5.3,1841.0,,12.32,87.0,5.0,4.42,14.0,1.0
sales enablement software,guideflow.com,https://www.guideflow.com/blog/sales-enablement-software-tools,searxng,meta-llama/Llama-3.3-70B-Instruct,6.0,5,1.0,2.42,1.0,0.0,0.0,23.41,1.0,1.0,2.0,3.23,2611367.0,16.3,2687.0,,11.82,112.0,19.0,4.42,31.0,1.0
sales enablement software,goconsensus.com,https://goconsensus.com/blog/best-sales-enablement-tools,searxng,meta-llama/Llama-3.3-70B-Instruct,7.0,6,1.0,3.91,1.0,0.0,0.0,23.44,1.0,1.0,4.0,3.51,1536253.0,10.1,4088.0,,11.76,104.0,55.0,4.42,58.0,1.0
sales enablement software,dialpad.com,https://www.dialpad.com/blog/top-sales-enablement-tools/,searxng,meta-llama/Llama-3.3-70B-Instruct,15.0,7,8.0,0.0,1.0,0.0,0.0,0.051,1.0,1.0,0.0,5.2,3978.0,27.0,4181.0,,12.32,116.0,20.0,4.42,16.0,1.0
sales enablement software,bynder.com,https://www.bynder.com/de/sales-enablement-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,16.0,8,8.0,0.72,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.02,6280.0,23.5,698.0,,12.24,98.0,7.0,4.42,19.0,1.0
sales enablement software,exec.com,https://www.exec.com/learn/sales-enablement-tools,searxng,meta-llama/Llama-3.3-70B-Instruct,17.0,9,8.0,1.12,1.0,0.0,0.0,23.55,1.0,0.0,0.0,3.55,1506150.0,27.8,3562.0,,12.65,90.0,30.0,4.42,3.0,1.0
sales enablement software,elevel.io,https://www.elevel.io/corporate-learning/sales-enablement-strategien-und-tools-fur-die-verkaufsforderung,searxng,meta-llama/Llama-3.3-70B-Instruct,18.0,10,8.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,7500219.0,2.0,1349.0,,14.23,16.0,1.0,4.42,1.0,1.0
recruiting software,recruitee.com,https://recruitee.com/de/blog/recruiting-software,searxng,meta-llama/Llama-3.3-70B-Instruct,8.0,1,7.0,0.41,0.0,0.0,0.0,10.43,1.0,1.0,0.0,4.13,814200.0,16.2,2419.0,,10.95,81.0,20.0,3.26,27.0,1.0
recruiting software,softgarden.com,https://softgarden.com/en/,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,2,10.0,1.79,0.0,0.0,0.0,0.107,0.0,0.0,0.0,3.3,2165434.0,31.5,840.0,,12.21,119.0,22.0,3.26,5.0,1.0
recruiting software,workday.com,https://www.workday.com/de-de/products/talent-management/talent-acquisition.html,searxng,meta-llama/Llama-3.3-70B-Instruct,16.0,3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35,2928.0,24.4,514.0,,15.96,215.0,14.0,3.26,5.0,1.0
recruiting software,hunter-software.de,https://www.hunter-software.de/,searxng,meta-llama/Llama-3.3-70B-Instruct,17.0,4,13.0,0.56,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.67,40661120.0,,894.0,,16.09,56.0,6.0,3.26,5.0,1.0
recruiting software,recooty.com,https://recooty.com/blog/best-recruitment-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,11.0,5,6.0,6.02,1.0,1.0,0.0,13.43,1.0,1.0,0.0,3.75,1282412.0,7.8,2826.0,,13.8,55.0,11.0,3.26,25.0,1.0
recruiting software,workwise.io,https://hire.workwise.io/hr-praxis/personalsuche/recruiting-software,searxng,meta-llama/Llama-3.3-70B-Instruct,4.0,6,-2.0,1.69,0.0,0.0,0.0,10.72,1.0,0.0,0.0,3.12,2853220.0,8.1,2660.0,,14.38,104.0,17.0,3.26,30.0,1.0
recruiting software,jobqoo.com,https://jobqoo.com/recruiting-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,18.0,7,11.0,3.44,1.0,0.0,0.0,10.345,1.0,1.0,0.0,0.0,,0.9,1452.0,,17.58,165.0,17.0,3.26,7.0,1.0
recruiting software,omr.com,https://omr.com/de/reviews/contenthub/beste-recruiting-software,searxng,meta-llama/Llama-3.3-70B-Instruct,2.0,8,-6.0,0.53,0.0,0.0,0.0,10.58,0.0,0.0,0.0,4.49,50416.0,31.3,1894.0,,15.35,810.0,1.0,3.26,41.0,1.0
recruiting software,haufe.de,https://www.haufe.de/personal/hr-management/hr-software-die-besten-bewerbermanagement-systeme_80_471524.html,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,9,-6.0,0.69,0.0,0.0,0.0,12.41,0.0,1.0,0.0,4.53,41257.0,,1450.0,,11.42,120.0,13.0,3.26,7.0,1.0
recruiting software,appvizer.de,https://www.appvizer.de/magazin/personalmanagement/recruitment/recruiting-software,searxng,meta-llama/Llama-3.3-70B-Instruct,15.0,10,5.0,0.49,0.0,0.0,0.0,23.42,1.0,1.0,1.0,2.25,11777631.0,,4117.0,,14.18,161.0,9.0,3.26,73.0,1.0
time tracking software,clockify.me,https://clockify.me/,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,1,0.0,3.38,1.0,0.0,0.0,23.0,0.0,0.0,0.0,5.02,6171.0,8.9,1034.0,,9.8,205.0,29.0,4.22,164.0,1.0
time tracking software,toggl.com,https://toggl.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,2.0,2,0.0,1.77,0.0,0.0,0.0,12.0,1.0,0.0,0.0,5.31,3137.0,19.9,847.0,,11.61,72.0,6.0,4.22,63.0,1.0
time tracking software,myhours.com,https://myhours.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,5.0,3,2.0,1.46,0.0,1.0,0.0,10.329,0.0,1.0,0.0,3.86,1157938.0,25.2,1027.0,,9.89,59.0,6.0,4.22,27.0,1.0
time tracking software,kimai.org,https://www.kimai.org/,searxng,meta-llama/Llama-3.3-70B-Instruct,7.0,4,3.0,0.45,1.0,0.0,0.0,2.27,1.0,0.0,0.0,4.16,794789.0,19.0,1099.0,,10.94,94.0,15.0,4.22,18.0,1.0
time tracking software,timecamp.com,https://www.timecamp.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,8.0,5,3.0,1.76,1.0,0.0,0.0,23.0,1.0,0.0,0.0,4.87,10113.0,17.8,1991.0,,12.0,260.0,11.0,4.22,54.0,1.0
time tracking software,paymoapp.com,https://www.paymoapp.com/blog/best-time-tracking-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,11.0,6,5.0,1.43,1.0,0.0,0.0,23.45,0.0,1.0,0.0,4.57,35095.0,14.7,16405.0,,13.29,173.0,103.0,4.22,213.0,1.0
time tracking software,scoro.com,https://www.scoro.com/features/time-tracking/,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,7,5.0,1.5,0.0,0.0,0.0,0.223,0.0,1.0,0.0,4.07,1012906.0,20.6,999.0,,11.68,157.0,10.0,4.22,58.0,1.0
time tracking software,trackingtime.co,https://trackingtime.co/,searxng,meta-llama/Llama-3.3-70B-Instruct,13.0,8,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.29,248135.0,13.3,1238.0,,10.94,144.0,24.0,4.22,36.0,1.0
time tracking software,timetac.com,https://www.timetac.com/en/,searxng,meta-llama/Llama-3.3-70B-Instruct,17.0,9,8.0,1.14,1.0,0.0,0.0,0.076,0.0,0.0,0.0,3.12,2867395.0,16.3,1320.0,,13.56,85.0,6.0,4.22,25.0,1.0
time tracking software,harvest.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,10,,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,2.91,3723744.0,28.3,412.0,,12.98,188.0,2.0,4.22,19.0,1.0
invoicing software,waveapps.com,https://www.waveapps.com/invoicing,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,1,0.0,0.61,1.0,0.0,0.0,10.329,1.0,0.0,0.0,4.95,7803.0,15.3,1627.0,,10.88,176.0,7.0,4.04,30.0,1.0
invoicing software,invoicely.com,https://invoicely.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,4.0,2,2.0,3.59,0.0,0.0,0.0,7.55,0.0,0.0,0.0,3.78,1192648.0,14.7,418.0,,9.18,29.0,4.0,4.04,2.0,1.0
invoicing software,easybill.de,https://www.easybill.de/en/invoicing-software,searxng,meta-llama/Llama-3.3-70B-Instruct,5.0,3,2.0,0.0,1.0,0.0,0.0,6.85,1.0,0.0,0.0,4.26,289707.0,,728.0,,11.22,133.0,21.0,4.04,61.0,1.0
invoicing software,invoiceninja.com,https://invoiceninja.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,7.0,4,3.0,0.72,1.0,1.0,0.0,10.8,0.0,1.0,2.0,4.27,264623.0,12.4,5538.0,,9.33,487.0,109.0,4.04,30.0,1.0
invoicing software,invoiceoffice.de,https://invoiceoffice.de/,searxng,meta-llama/Llama-3.3-70B-Instruct,8.0,5,3.0,0.19,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.99,79063943.0,,2588.0,,10.94,114.0,12.0,4.04,18.0,1.0
invoicing software,squareup.com,https://squareup.com/us/en/invoices,searxng,meta-llama/Llama-3.3-70B-Instruct,10.0,6,4.0,6.86,1.0,1.0,0.0,23.0,1.0,1.0,0.0,6.36,308.0,18.7,1968.0,,10.33,361.0,10.0,4.04,9.0,1.0
invoicing software,zoho.com,https://www.zoho.com/de-de/invoice/,searxng,meta-llama/Llama-3.3-70B-Instruct,13.0,7,6.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,6.2,410.0,22.1,605.0,,12.56,99.0,19.0,4.04,81.0,1.0
invoicing software,billdu.com,https://www.billdu.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,14.0,8,6.0,1.89,1.0,0.0,0.0,23.91,1.0,1.0,2.0,4.1,1009733.0,10.5,1850.0,,7.39,190.0,4.0,4.04,114.0,1.0
invoicing software,mind-forms.de,https://mind-forms.de/e-rechnung/e-invoicing-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,15.0,9,6.0,0.94,0.0,1.0,0.0,12.5,1.0,1.0,1.0,2.26,11535879.0,,1594.0,,11.32,95.0,24.0,4.04,16.0,1.0
invoicing software,accountable.de,https://www.accountable.de/en/blog/e-invoicing-software-comparison/,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,10,2.0,0.8,1.0,0.0,0.0,23.58,1.0,1.0,1.0,3.19,2701013.0,,1882.0,,10.69,85.0,20.0,4.04,15.0,1.0
contract management software,contractsafe.com,https://www.contractsafe.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,1,0.0,5.96,1.0,0.0,0.0,10.431,1.0,1.0,0.0,3.38,1712927.0,21.3,923.0,,12.13,103.0,3.0,4.33,125.0,1.0
contract management software,sirion.ai,https://www.sirion.ai/,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,2,1.0,,,,,,,,,4.03,1018457.0,3.6,,,,,,4.33,,1.0
contract management software,juro.com,https://juro.com/learn/contract-management-software,searxng,meta-llama/Llama-3.3-70B-Instruct,8.0,3,5.0,0.48,1.0,1.0,1.0,23.42,1.0,1.0,2.0,4.72,19045.0,23.4,5168.0,,11.89,167.0,27.0,4.33,1.0,1.0
contract management software,icertis.com,https://www.icertis.com/learn/what-is-contract-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,9.0,4,5.0,1.32,1.0,0.0,0.0,6.14,1.0,0.0,0.0,4.54,40248.0,16.9,1135.0,,15.98,140.0,4.0,4.33,10.0,1.0
contract management software,otris.de,https://www.otris.de/en/products/contract-management/,searxng,meta-llama/Llama-3.3-70B-Instruct,15.0,5,10.0,,,,,,,,,3.13,2840098.0,,,,,,,4.33,,1.0
contract management software,easy-software.com,https://easy-software.com/de/vertragsmanagement/,searxng,meta-llama/Llama-3.3-70B-Instruct,13.0,6,7.0,0.19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.57,1493542.0,21.4,5133.0,,13.25,200.0,12.0,4.33,30.0,1.0
contract management software,d-velop.de,https://www.d-velop.de/blog/prozesse-gestalten/contract-management/,searxng,meta-llama/Llama-3.3-70B-Instruct,2.0,7,-5.0,0.76,0.0,0.0,1.0,12.5,1.0,1.0,2.0,4.65,25120.0,,1317.0,,11.38,51.0,11.0,4.33,5.0,1.0
contract management software,salesforce.com,https://www.salesforce.com/sales/revenue-lifecycle-management/contract-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,10.0,8,2.0,0.17,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.66,189.0,27.2,2914.0,,14.17,524.0,26.0,4.33,21.0,1.0
learning management system,moodle.com,https://moodle.com/products/lms/,searxng,meta-llama/Llama-3.3-70B-Instruct,10.0,1,9.0,0.0,1.0,0.0,0.0,0.127,1.0,0.0,0.0,5.07,5389.0,27.0,1571.0,,16.32,153.0,22.0,3.94,26.0,1.0
learning management system,360learning.com,https://360learning.com/de/blog/alles-was-sie-ueber-lms-wissen-sollten/,searxng,meta-llama/Llama-3.3-70B-Instruct,4.0,2,2.0,0.45,0.0,0.0,0.0,23.0,1.0,0.0,1.0,4.59,33085.0,22.7,3344.0,,11.01,121.0,9.0,3.94,15.0,1.0
learning management system,openlms.net,https://www.openlms.net/,searxng,meta-llama/Llama-3.3-70B-Instruct,6.0,3,3.0,1.16,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.38,94879.0,20.3,1295.0,,13.89,43.0,0.0,3.94,13.0,1.0
learning management system,ispringlearn.de,https://www.ispringlearn.de/blog/lms-software,searxng,meta-llama/Llama-3.3-70B-Instruct,13.0,4,9.0,0.0,0.0,0.0,0.0,12.5,1.0,0.0,0.0,3.29,2181783.0,,5101.0,,13.28,129.0,32.0,3.94,13.0,1.0
learning management system,docebo.com,https://www.docebo.com/learning-network/blog/best-learning-management-system/,searxng,meta-llama/Llama-3.3-70B-Instruct,16.0,5,11.0,2.84,1.0,0.0,0.0,23.45,1.0,1.0,2.0,4.67,23525.0,21.8,5114.0,,16.12,169.0,23.0,3.94,29.0,1.0
learning management system,haufe-akademie.de,https://www.haufe-akademie.de/digital-suite/blog/lms-was-ist-ein-learning-management-system,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,6,-3.0,0.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.68,1344657.0,,1849.0,,16.02,220.0,11.0,3.94,3.0,1.0
learning management system,learnteq.de,https://www.learnteq.de/lms-erklaert-definition-nutzen-einsatz/,searxng,meta-llama/Llama-3.3-70B-Instruct,15.0,7,8.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,1.2,69553071.0,,2219.0,,13.09,97.0,9.0,3.94,10.0,1.0
learning management system,leadschool.in,https://leadschool.in/blog/what-is-lms-in-education/,searxng,meta-llama/Llama-3.3-70B-Instruct,11.0,8,3.0,1.49,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.74,1288451.0,10.3,2689.0,,13.85,103.0,19.0,3.94,26.0,1.0
learning management system,blackboard.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,12363.0,26.9,167.0,,16.21,31.0,7.0,3.94,2.0,1.0
learning management system,adobe.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,10,,,,,,,,,,,,,,,,,,3.94,,
employee engagement software,peoplehum.com,https://www.peoplehum.com/employee-engagement-software,searxng,meta-llama/Llama-3.3-70B-Instruct,4.0,1,3.0,0.53,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.8,1183781.0,9.6,1895.0,,23.62,272.0,21.0,4.46,66.0,1.0
employee engagement software,joinblink.com,https://www.joinblink.com/use-cases/employee-engagement,searxng,meta-llama/Llama-3.3-70B-Instruct,5.0,2,3.0,0.95,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.48,53564.0,10.1,1048.0,,13.29,185.0,0.0,4.46,20.0,1.0
employee engagement software,wtwco.com,https://www.wtwco.com/de-de/solutions/products/engage,searxng,meta-llama/Llama-3.3-70B-Instruct,7.0,3,4.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.73,17933.0,10.1,875.0,,17.36,200.0,4.0,4.46,23.0,1.0
employee engagement software,mo.work,https://mo.work/solutions/employee-engagement/,searxng,meta-llama/Llama-3.3-70B-Instruct,8.0,4,4.0,0.51,1.0,0.0,0.0,12.5,0.0,0.0,0.0,4.23,360676.0,7.4,976.0,,11.16,140.0,6.0,4.46,14.0,1.0
employee engagement software,zoho.com,https://www.zoho.com/people/employee-engagement-software.html,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,5,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.2,410.0,22.1,872.0,,14.23,5.0,0.0,4.46,12.0,1.0
employee engagement software,cultureamp.com,https://www.cultureamp.com/platform/engage,searxng,meta-llama/Llama-3.3-70B-Instruct,16.0,6,10.0,0.35,1.0,1.0,0.0,7.317,0.0,1.0,0.0,4.8,13082.0,16.7,1444.0,,18.41,234.0,11.0,4.46,48.0,1.0
employee engagement software,engagedly.com,https://engagedly.com/blog/best-employee-engagement-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,17.0,7,10.0,,,,,,,,,4.01,1022882.0,11.6,,,,,,4.46,,1.0
employee engagement software,peoplegoal.com,https://www.peoplegoal.com/blog/employee-engagement-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,2.0,8,-6.0,0.99,1.0,0.0,0.0,23.42,1.0,1.0,0.0,3.19,2696673.0,12.1,4562.0,,12.34,82.0,31.0,4.46,41.0,1.0
employee engagement software,achievers.com,https://www.achievers.com/blog/employee-engagement-software-platforms/,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,9,-6.0,0.17,1.0,1.0,0.0,12.5,1.0,1.0,2.0,4.71,19452.0,28.6,5765.0,,14.42,157.0,67.0,4.46,100.0,1.0
employee engagement software,leapsome.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,10,,,,,,,,,,,,,,,,,,4.46,,
data analytics platform,knime.com,https://www.knime.com/knime-analytics-platform,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,1,0.0,2.7,1.0,0.0,0.0,0.054,1.0,0.0,0.0,4.72,18232.0,20.0,370.0,,21.95,75.0,5.0,4.58,16.0,1.0
data analytics platform,amplitude.com,https://amplitude.com/explore/data/data-analytics-platform,searxng,meta-llama/Llama-3.3-70B-Instruct,4.0,2,2.0,0.28,1.0,0.0,0.0,4.5,1.0,0.0,0.0,4.94,8037.0,29.8,1758.0,,14.38,494.0,0.0,4.58,392.0,1.0
data analytics platform,databricks.com,https://www.databricks.com/glossary/data-analysis-platform,searxng,meta-llama/Llama-3.3-70B-Instruct,6.0,3,3.0,0.0,1.0,0.0,0.0,0.113,1.0,0.0,1.0,5.26,3440.0,14.6,353.0,,23.29,223.0,11.0,4.58,6.0,1.0
data analytics platform,tableau.com,https://www.tableau.com,searxng,meta-llama/Llama-3.3-70B-Instruct,9.0,4,5.0,,,,,,,,,5.66,1837.0,29.6,,,,,,4.58,,1.0
data analytics platform,teradata.com,https://www.teradata.com/glossary/what-is-an-analytics-platform,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,5,7.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.62,28332.0,28.6,137.0,,14.18,116.0,16.0,4.58,0.0,1.0
data analytics platform,dinext-group.com,https://dinext-group.com/cloud-analytics/data-analytics-platform/,searxng,meta-llama/Llama-3.3-70B-Instruct,8.0,6,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.25,11799183.0,5.9,839.0,,12.57,239.0,4.0,4.58,39.0,1.0
data analytics platform,oracle.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,7,,,,,,,,,,,,,,,,,,4.58,,
supply chain management software,sap.com,https://www.sap.com/products/scm.html,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,1,0.0,,,,,,,,,5.89,988.0,31.1,,,,,,4.57,,1.0
supply chain management software,sage.com,https://www.sage.com/de-de/supply-chain-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,6.0,2,4.0,,,,,,,,,5.57,2079.0,28.9,,,,,,4.57,,1.0
supply chain management software,opentext.com,https://www.opentext.com/solutions/line-of-business/supply-chain,searxng,meta-llama/Llama-3.3-70B-Instruct,11.0,3,8.0,1.66,1.0,0.0,0.0,2.45,1.0,0.0,0.0,4.92,8627.0,31.3,902.0,,16.02,577.0,10.0,4.57,17.0,1.0
supply chain management software,aeb.com,https://www.aeb.com/de/logistiksoftware/was-ist-scm-software.php,searxng,meta-llama/Llama-3.3-70B-Instruct,5.0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.29,236837.0,29.5,1922.0,,14.33,123.0,5.0,4.57,11.0,1.0
supply chain management software,omr.com,https://omr.com/de/reviews/category/supply-chain-logistik,searxng,meta-llama/Llama-3.3-70B-Instruct,13.0,5,8.0,0.48,0.0,0.0,0.0,12.38,1.0,0.0,0.0,4.49,50416.0,31.3,4210.0,,11.72,1001.0,13.0,4.57,222.0,1.0
supply chain management software,deufol.com,https://www.deufol.com/de/supply-chain-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,16.0,6,10.0,3.79,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.84,4225634.0,26.1,2241.0,,13.29,96.0,10.0,4.57,13.0,1.0
supply chain management software,carahsoft.com,https://www.carahsoft.com/solve/supply-chain-management,searxng,meta-llama/Llama-3.3-70B-Instruct,15.0,7,8.0,2.36,1.0,0.0,0.0,0.04,0.0,0.0,0.0,4.79,13628.0,22.6,1483.0,,23.12,496.0,19.0,4.57,53.0,1.0
supply chain management software,6sense.com,https://6sense.com/tech/supply-chain-management,searxng,meta-llama/Llama-3.3-70B-Instruct,10.0,8,2.0,,,,,,,,,5.25,3559.0,27.6,,,,,,4.57,,1.0
supply chain management software,gmdhsoftware.com,https://gmdhsoftware.com/de/scm-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,2.0,9,-7.0,1.01,0.0,0.0,1.0,23.4,1.0,0.0,4.0,3.39,1691576.0,8.8,3472.0,,13.62,105.0,42.0,4.57,26.0,1.0
supply chain management software,panorama-consulting.com,https://www.panorama-consulting.com/the-top-10-supply-chain-management-systems/,searxng,meta-llama/Llama-3.3-70B-Instruct,9.0,10,-1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.26,278959.0,20.4,1995.0,,14.91,152.0,5.0,4.57,38.0,1.0
field service management software,workiz.com,https://www.workiz.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,1,2.0,1.36,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.32,211218.0,8.2,4408.0,,13.51,196.0,69.0,4.13,301.0,1.0
