variant,prompt,augmentation,subset,outcome,treatment,method,learner,n_obs,coef,se,t_stat,p_val,ci_lower,ci_upper,sig_stars,interpretation,error
biased,biased,snippet,by_pool=20,rank_delta,T6_freshness,plr,lgbm,8560,0.04205336320684743,0.024967321232739436,1.684336209513066,0.09211671131150297,-0.006881687199764043,0.09098841361345891,*,T6 Freshness (ordinal 0-4) not significantly improves LLM re-ranking by 0.04 positions (p=0.092),
biased,biased,snippet,by_pool=20,rank_delta,T6_freshness,plr,rf,8560,0.03592923583402188,0.02321505895480839,1.5476693771901917,0.12170191853398593,-0.00957144361637663,0.0814299152844204,,T6 Freshness (ordinal 0-4) not significantly improves LLM re-ranking by 0.04 positions (p=0.122),
biased,biased,snippet,by_pool=20,rank_delta,T7_source_earned,plr,lgbm,9197,-0.7500582333306828,0.33922170126296575,-2.2111151218749274,0.027027866040963203,-1.4149205505805011,-0.08519591608086452,**,T7 Source: Earned significantly worsens LLM re-ranking by 0.75 positions (p=0.027),
biased,biased,snippet,by_pool=20,rank_delta,T7_source_earned,plr,rf,9197,-0.8673351653239322,0.3257018503917203,-2.6629727902398828,0.007745367688946901,-1.5056990617897568,-0.22897126885810748,***,T7 Source: Earned significantly worsens LLM re-ranking by 0.87 positions (p=0.008),
biased,biased,snippet,by_pool=20,post_rank,T1a_stats_present,plr,lgbm,10547,0.11110003032563871,0.08444619519160529,1.315630977494686,0.18829793105967663,-0.05441147088134711,0.2766115315326245,,T1a Stats Present (binary) not significantly worsens post_rank by 0.11 positions (p=0.188),
biased,biased,snippet,by_pool=20,post_rank,T1a_stats_present,plr,rf,10547,0.12948843233016852,0.08029844535520697,1.6125895309350695,0.10683371445305437,-0.027893628580594743,0.2868704932409318,,T1a Stats Present (binary) not significantly worsens post_rank by 0.13 positions (p=0.107),
biased,biased,snippet,by_pool=20,post_rank,T1b_stats_density,plr,lgbm,10207,0.006258125679758562,0.006431670715943503,0.9730171142383364,0.33054479631318334,-0.006347717283911649,0.01886396864342877,,T1b Stats Density (continuous) not significantly worsens post_rank by 0.01 positions (p=0.331),
biased,biased,snippet,by_pool=20,post_rank,T1b_stats_density,plr,rf,10207,0.006724102567832385,0.00610944786491869,1.1006072425043725,0.2710676320509392,-0.005250195212833374,0.018698400348498144,,T1b Stats Density (continuous) not significantly worsens post_rank by 0.01 positions (p=0.271),
biased,biased,snippet,by_pool=20,post_rank,T2a_question_headings,plr,lgbm,10547,0.025229782456045055,0.06998663320363278,0.36049430157093854,0.718477517267137,-0.11194149802229032,0.16240106293438045,,T2a Question Headings (binary) not significantly worsens post_rank by 0.03 positions (p=0.718),
biased,biased,snippet,by_pool=20,post_rank,T2a_question_headings,plr,rf,10547,2.122977136400735e-05,0.06395411295230118,0.0003319531830554999,0.9997351396851949,-0.1253265282783529,0.1253689878210809,,T2a Question Headings (binary) not significantly worsens post_rank by 0.00 positions (p=1.000),
biased,biased,snippet,by_pool=20,post_rank,T2b_structural_modularity,plr,lgbm,10547,-0.003302813357510784,0.0015888233790405967,-2.0787794295330495,0.03763762842575526,-0.0064168499582255845,-0.0001887767567959834,**,T2b Structural Modularity (count) significantly improves post_rank by 0.00 positions (p=0.038),
biased,biased,snippet,by_pool=20,post_rank,T2b_structural_modularity,plr,rf,10547,-0.00300829070737323,0.0014265678585191756,-2.1087610304748736,0.034965213899213615,-0.005804312331573245,-0.00021226908317321458,**,T2b Structural Modularity (count) significantly improves post_rank by 0.00 positions (p=0.035),
biased,biased,snippet,by_pool=20,post_rank,T3_structured_data_new,plr,lgbm,10547,0.2271874214356098,0.05992846725325078,3.7909766734987898,0.00015005604834946191,0.10972978397055023,0.3446450589006694,***,T3 Structured Data (expanded) significantly worsens post_rank by 0.23 positions (p=0.000),
biased,biased,snippet,by_pool=20,post_rank,T3_structured_data_new,plr,rf,10547,0.2408541601029515,0.05515938225247618,4.366513007714825,1.2624577290975062e-05,0.13274375747862036,0.3489645627272826,***,T3 Structured Data (expanded) significantly worsens post_rank by 0.24 positions (p=0.000),
biased,biased,snippet,by_pool=20,post_rank,T4a_ext_citations,plr,lgbm,10547,0.04218652074998613,0.10825892261848827,0.3896816976338686,0.6967719319272146,-0.16999706858735955,0.2543701100873318,,T4a External Citations (binary) not significantly worsens post_rank by 0.04 positions (p=0.697),
biased,biased,snippet,by_pool=20,post_rank,T4a_ext_citations,plr,rf,10547,0.031414015791620696,0.09782926398420806,0.32111062183491085,0.7481265611603956,-0.16032781825148854,0.22315584983472994,,T4a External Citations (binary) not significantly worsens post_rank by 0.03 positions (p=0.748),
biased,biased,snippet,by_pool=20,post_rank,T4b_auth_citations,plr,lgbm,10547,0.04251672306302189,0.011860044714641237,3.5848703850614454,0.00033724564968498047,0.019271462567290447,0.06576198355875335,***,T4b Authority Citations (count) significantly worsens post_rank by 0.04 positions (p=0.000),
biased,biased,snippet,by_pool=20,post_rank,T4b_auth_citations,plr,rf,10547,0.038792951907457476,0.011976969072687594,3.238962351161224,0.0011996540781453104,0.0153185238810397,0.06226737993387525,***,T4b Authority Citations (count) significantly worsens post_rank by 0.04 positions (p=0.001),
biased,biased,snippet,by_pool=20,post_rank,T5_topical_comp,plr,lgbm,9734,0.06342948029531228,0.23727148735528963,0.26732870857058844,0.7892160845936262,-0.4016140894793062,0.5284730500699308,,T5 Topical Competence (cosine) not significantly worsens post_rank by 0.06 positions (p=0.789),
biased,biased,snippet,by_pool=20,post_rank,T5_topical_comp,plr,rf,9734,0.28375285414517115,0.21387675374993853,1.3267119926316568,0.1846039723245786,-0.1354378803350504,0.7029435886253927,,T5 Topical Competence (cosine) not significantly worsens post_rank by 0.28 positions (p=0.185),
biased,biased,snippet,by_pool=20,post_rank,T6_freshness,plr,lgbm,10547,0.07022575012691691,0.017075425270498358,4.112679421709497,3.9109329949579975e-05,0.03675853157603502,0.1036929686777988,***,T6 Freshness (ordinal 0-4) significantly worsens post_rank by 0.07 positions (p=0.000),
biased,biased,snippet,by_pool=20,post_rank,T6_freshness,plr,rf,10547,0.07777723973442921,0.015466036190413717,5.028905840957344,4.932865325724512e-07,0.04746436581762527,0.10809011365123315,***,T6 Freshness (ordinal 0-4) significantly worsens post_rank by 0.08 positions (p=0.000),
biased,biased,snippet,by_pool=20,post_rank,T7_source_earned,plr,lgbm,11423,0.9137577244550723,0.24117583575953194,3.788761513264324,0.00015140016566617264,0.44106177242504246,1.386453676485102,***,T7 Source: Earned significantly worsens post_rank by 0.91 positions (p=0.000),
biased,biased,snippet,by_pool=20,post_rank,T7_source_earned,plr,rf,11423,0.9467987672046518,0.2369885063446194,3.995125256529758,6.466005844389121e-05,0.4823098300192557,1.411287704390048,***,T7 Source: Earned significantly worsens post_rank by 0.95 positions (p=0.000),
biased,biased,snippet,by_pool=50,rank_delta,T1a_stats_present,plr,lgbm,9318,-0.07716599453365162,0.13968131347723006,-0.5524432195880713,0.5806447263779292,-0.35093633826227183,0.19660434919496855,,T1a Stats Present (binary) not significantly worsens LLM re-ranking by 0.08 positions (p=0.581),
biased,biased,snippet,by_pool=50,rank_delta,T1a_stats_present,plr,rf,9318,-0.12945691711430465,0.13597437580035796,-0.9520684787285036,0.34106225384833755,-0.395961796503321,0.13704796227471164,,T1a Stats Present (binary) not significantly worsens LLM re-ranking by 0.13 positions (p=0.341),
biased,biased,snippet,by_pool=50,rank_delta,T1b_stats_density,plr,lgbm,9061,-0.00236081633901016,0.005043135829367736,-0.4681246785506744,0.639695432043501,-0.012245180933714458,0.007523548255694137,,T1b Stats Density (continuous) not significantly worsens LLM re-ranking by 0.00 positions (p=0.640),
biased,biased,snippet,by_pool=50,rank_delta,T1b_stats_density,plr,rf,9061,-0.006207609702561766,0.007083901133770417,-0.8762981844804145,0.3808679517764101,-0.020091800794794237,0.007676581389670706,,T1b Stats Density (continuous) not significantly worsens LLM re-ranking by 0.01 positions (p=0.381),
biased,biased,snippet,by_pool=50,rank_delta,T2a_question_headings,plr,lgbm,9318,0.0636341330751777,0.10623430860214898,0.5989979500265743,0.5491742515928457,-0.14458128570754794,0.2718495518579034,,T2a Question Headings (binary) not significantly improves LLM re-ranking by 0.06 positions (p=0.549),
biased,biased,snippet,by_pool=50,rank_delta,T2a_question_headings,plr,rf,9318,0.0029650738237379072,0.10047256345266344,0.029511278719735957,0.9764568237426998,-0.19395753197789775,0.19988767962537354,,T2a Question Headings (binary) not significantly improves LLM re-ranking by 0.00 positions (p=0.976),
biased,biased,snippet,by_pool=50,rank_delta,T2b_structural_modularity,plr,lgbm,9318,0.006009518849590998,0.0022812897211293335,2.6342637648917457,0.008431995672673886,0.0015382731578760809,0.010480764541305917,***,T2b Structural Modularity (count) significantly improves LLM re-ranking by 0.01 positions (p=0.008),
biased,biased,snippet,by_pool=50,rank_delta,T2b_structural_modularity,plr,rf,9318,0.006514353440795527,0.002110041540933724,3.0873105170777024,0.00201976492057612,0.00237874801468203,0.010649958866909025,***,T2b Structural Modularity (count) significantly improves LLM re-ranking by 0.01 positions (p=0.002),
biased,biased,snippet,by_pool=50,rank_delta,T3_structured_data_new,plr,lgbm,9318,-0.041009673389128316,0.09378684998257615,-0.43726464207665733,0.6619194345728734,-0.22482852157843855,0.14280917480018193,,T3 Structured Data (expanded) not significantly worsens LLM re-ranking by 0.04 positions (p=0.662),
biased,biased,snippet,by_pool=50,rank_delta,T3_structured_data_new,plr,rf,9318,0.027560580677105644,0.08753509676403115,0.3148517759842187,0.7528741978631068,-0.14400505636362404,0.19912621771783534,,T3 Structured Data (expanded) not significantly improves LLM re-ranking by 0.03 positions (p=0.753),
biased,biased,snippet,by_pool=50,rank_delta,T4a_ext_citations,plr,lgbm,9318,-0.09298515057653026,0.16871320793526323,-0.5511432786709236,0.5815354594476705,-0.42365696184586343,0.23768666069280295,,T4a External Citations (binary) not significantly worsens LLM re-ranking by 0.09 positions (p=0.582),
biased,biased,snippet,by_pool=50,rank_delta,T4a_ext_citations,plr,rf,9318,-0.21798785849875316,0.157549833853883,-1.3836121128564465,0.1664772573614799,-0.5267798586226332,0.09080414162512687,,T4a External Citations (binary) not significantly worsens LLM re-ranking by 0.22 positions (p=0.166),
biased,biased,snippet,by_pool=50,rank_delta,T4b_auth_citations,plr,lgbm,9318,-0.09894110301566128,0.022531832553925123,-4.391169816252935,1.127424423863864e-05,-0.14310268332704168,-0.054779522704280895,***,T4b Authority Citations (count) significantly worsens LLM re-ranking by 0.10 positions (p=0.000),
biased,biased,snippet,by_pool=50,rank_delta,T4b_auth_citations,plr,rf,9318,-0.09276370360744335,0.02248432807585057,-4.1257049485537785,3.69600868986048e-05,-0.13683217685269325,-0.048695230362193455,***,T4b Authority Citations (count) significantly worsens LLM re-ranking by 0.09 positions (p=0.000),
biased,biased,snippet,by_pool=50,rank_delta,T5_topical_comp,plr,lgbm,6265,0.29912198506826826,0.33562639624224627,0.8912349815667356,0.3728031212585161,-0.3586936638275038,0.9569376339640403,,T5 Topical Competence (cosine) not significantly improves LLM re-ranking by 0.30 positions (p=0.373),
biased,biased,snippet,by_pool=50,rank_delta,T5_topical_comp,plr,rf,6265,0.39026414777692986,0.29203301939149096,1.3363699371739644,0.18142838745499124,-0.18211005252687962,0.9626383480807393,,T5 Topical Competence (cosine) not significantly improves LLM re-ranking by 0.39 positions (p=0.181),
biased,biased,snippet,by_pool=50,rank_delta,T6_freshness,plr,lgbm,9318,-0.0558028233036873,0.026552348340008067,-2.1016153670899884,0.035586982627750396,-0.10784446975506501,-0.003761176852309596,**,T6 Freshness (ordinal 0-4) significantly worsens LLM re-ranking by 0.06 positions (p=0.036),
biased,biased,snippet,by_pool=50,rank_delta,T6_freshness,plr,rf,9318,-0.09378320809789442,0.024634603576862146,-3.806970459471065,0.00014067954162221865,-0.1420661438819658,-0.045500272313823024,***,T6 Freshness (ordinal 0-4) significantly worsens LLM re-ranking by 0.09 positions (p=0.000),
biased,biased,snippet,by_pool=50,rank_delta,T7_source_earned,plr,lgbm,10455,-1.8376680861665522,0.31905827139840315,-5.759662892023521,8.42820898155526e-09,-2.4630108070770285,-1.212325365256076,***,T7 Source: Earned significantly worsens LLM re-ranking by 1.84 positions (p=0.000),
biased,biased,snippet,by_pool=50,rank_delta,T7_source_earned,plr,rf,10455,-2.020996074820978,0.29698119954266833,-6.805131361625517,1.0095707423781108e-11,-2.6030685300101113,-1.438923619631845,***,T7 Source: Earned significantly worsens LLM re-ranking by 2.02 positions (p=0.000),
biased,biased,snippet,by_pool=50,post_rank,T1a_stats_present,plr,lgbm,12472,-0.22195122302718973,0.08266644283700135,-2.6849010966254467,0.007255127192700737,-0.3839744737177515,-0.059927972336627916,***,T1a Stats Present (binary) significantly improves post_rank by 0.22 positions (p=0.007),
biased,biased,snippet,by_pool=50,post_rank,T1a_stats_present,plr,rf,12472,-0.17349979183463315,0.07700819019608639,-2.253004406321583,0.02425887114162812,-0.32443307113357295,-0.02256651253569336,**,T1a Stats Present (binary) significantly improves post_rank by 0.17 positions (p=0.024),
biased,biased,snippet,by_pool=50,post_rank,T1b_stats_density,plr,lgbm,12050,-0.00373122626891966,0.004094555521866648,-0.9112652762902697,0.3621556175101909,-0.011756407624477895,0.004293955086638575,,T1b Stats Density (continuous) not significantly improves post_rank by 0.00 positions (p=0.362),
biased,biased,snippet,by_pool=50,post_rank,T1b_stats_density,plr,rf,12050,-0.0049330693629200395,0.00396996479572802,-1.242597760118274,0.2140160957295979,-0.012714057382438873,0.002847918656598793,,T1b Stats Density (continuous) not significantly improves post_rank by 0.00 positions (p=0.214),
biased,biased,snippet,by_pool=50,post_rank,T2a_question_headings,plr,lgbm,12472,-0.018193861671207644,0.06332979764556516,-0.2872875383722581,0.7738921636161681,-0.14231798420472488,0.10593026086230958,,T2a Question Headings (binary) not significantly improves post_rank by 0.02 positions (p=0.774),
biased,biased,snippet,by_pool=50,post_rank,T2a_question_headings,plr,rf,12472,-0.026246689879641297,0.05792511877278713,-0.4531141314115325,0.6504665601352773,-0.13977783647450906,0.08728445671522646,,T2a Question Headings (binary) not significantly improves post_rank by 0.03 positions (p=0.650),
biased,biased,snippet,by_pool=50,post_rank,T2b_structural_modularity,plr,lgbm,12472,-0.004984580063799241,0.0013926875916623108,-3.5791085478471523,0.00034476825408015667,-0.007714197585173195,-0.0022549625424252862,***,T2b Structural Modularity (count) significantly improves post_rank by 0.00 positions (p=0.000),
biased,biased,snippet,by_pool=50,post_rank,T2b_structural_modularity,plr,rf,12472,-0.0037539916443462065,0.0012624524348083075,-2.973570758660874,0.0029435652964415796,-0.0062283529487653895,-0.0012796303399270235,***,T2b Structural Modularity (count) significantly improves post_rank by 0.00 positions (p=0.003),
biased,biased,snippet,by_pool=50,post_rank,T3_structured_data_new,plr,lgbm,12472,0.05542678304151002,0.056934908955235806,0.9735114020308432,0.33029919613734715,-0.05616358797381917,0.1670171540568392,,T3 Structured Data (expanded) not significantly worsens post_rank by 0.06 positions (p=0.330),
biased,biased,snippet,by_pool=50,post_rank,T3_structured_data_new,plr,rf,12472,0.08356292173321803,0.051809207757867355,1.6128971151952964,0.10676686205284353,-0.01798125953975517,0.1851071030061912,,T3 Structured Data (expanded) not significantly worsens post_rank by 0.08 positions (p=0.107),
biased,biased,snippet,by_pool=50,post_rank,T4a_ext_citations,plr,lgbm,12472,0.008529582269637775,0.09748848609229027,0.08749322726750522,0.9302794686457548,-0.1825443393785851,0.19960350391786064,,T4a External Citations (binary) not significantly worsens post_rank by 0.01 positions (p=0.930),
biased,biased,snippet,by_pool=50,post_rank,T4a_ext_citations,plr,rf,12472,-0.09097266572259724,0.08687746366798949,-1.0471376796893836,0.2950360831401172,-0.26124936558004364,0.07930403413484918,,T4a External Citations (binary) not significantly improves post_rank by 0.09 positions (p=0.295),
biased,biased,snippet,by_pool=50,post_rank,T4b_auth_citations,plr,lgbm,12472,0.009510044374535311,0.014385726714092707,0.6610750060488063,0.5085642130873985,-0.01868546187652213,0.03770555062559275,,T4b Authority Citations (count) not significantly worsens post_rank by 0.01 positions (p=0.509),
biased,biased,snippet,by_pool=50,post_rank,T4b_auth_citations,plr,rf,12472,0.026367734981823963,0.01835518692545041,1.4365277285879199,0.15085223194384498,-0.009607770321559319,0.06234324028520724,,T4b Authority Citations (count) not significantly worsens post_rank by 0.03 positions (p=0.151),
biased,biased,snippet,by_pool=50,post_rank,T5_topical_comp,plr,lgbm,8151,-0.44581916430001245,0.24734298401918317,-1.8024330306673912,0.07147730230571533,-0.9306025048062776,0.0389641762062527,*,T5 Topical Competence (cosine) not significantly improves post_rank by 0.45 positions (p=0.071),
biased,biased,snippet,by_pool=50,post_rank,T5_topical_comp,plr,rf,8151,-0.2285088590529575,0.22385336417523322,-1.0207970735435539,0.3073505912025378,-0.6672533906545434,0.21023567254862838,,T5 Topical Competence (cosine) not significantly improves post_rank by 0.23 positions (p=0.307),
biased,biased,snippet,by_pool=50,post_rank,T6_freshness,plr,lgbm,12472,0.03198310386365768,0.015925540447999504,2.0082900149034035,0.044612482332742676,0.0007696181512427749,0.06319658957607258,**,T6 Freshness (ordinal 0-4) significantly worsens post_rank by 0.03 positions (p=0.045),
biased,biased,snippet,by_pool=50,post_rank,T6_freshness,plr,rf,12472,0.05373864867685657,0.014224556948470631,3.777878556887801,0.00015816997086911465,0.025859029361815167,0.08161826799189797,***,T6 Freshness (ordinal 0-4) significantly worsens post_rank by 0.05 positions (p=0.000),
biased,biased,snippet,by_pool=50,post_rank,T7_source_earned,plr,lgbm,14164,1.524283046893939,0.20262719125086426,7.522598706936562,5.369804821590692e-14,1.1271410497537355,1.9214250440341425,***,T7 Source: Earned significantly worsens post_rank by 1.52 positions (p=0.000),
biased,biased,snippet,by_pool=50,post_rank,T7_source_earned,plr,rf,14164,1.4359904800794594,0.19022298441790886,7.548985126448609,4.386629605758741e-14,1.063160281588634,1.8088206785702847,***,T7 Source: Earned significantly worsens post_rank by 1.44 positions (p=0.000),
neutral,neutral,snippet,POOLED,rank_delta,T1a_stats_present,plr,lgbm,19779,-0.1326341627860214,0.07120598928201514,-1.862682677726963,0.06250692441519382,-0.27219533726231615,0.006927011690273405,*,T1a Stats Present (binary) not significantly worsens LLM re-ranking by 0.13 positions (p=0.063),
neutral,neutral,snippet,POOLED,rank_delta,T1a_stats_present,plr,rf,19779,-0.17169657635525953,0.0663434767610629,-2.58799485251018,0.009653642326307187,-0.3017274014161129,-0.041665751294406195,***,T1a Stats Present (binary) significantly worsens LLM re-ranking by 0.17 positions (p=0.010),
neutral,neutral,snippet,POOLED,rank_delta,T1b_stats_density,plr,lgbm,19188,0.000589497254257696,0.004710765777303403,0.12513830704509016,0.9004140570049739,-0.008643434008860806,0.009822428517376199,,T1b Stats Density (continuous) not significantly improves LLM re-ranking by 0.00 positions (p=0.900),
neutral,neutral,snippet,POOLED,rank_delta,T1b_stats_density,plr,rf,19188,-0.0013223800845424227,0.004791714938958272,-0.2759721939615028,0.7825694231933905,-0.01071396878908318,0.008069208619998334,,T1b Stats Density (continuous) not significantly worsens LLM re-ranking by 0.00 positions (p=0.783),
neutral,neutral,snippet,POOLED,rank_delta,T2a_question_headings,plr,lgbm,19779,0.14664246788024465,0.056808989990730495,2.581325031551736,0.009842186809548948,0.03529889350031645,0.25798604226017285,***,T2a Question Headings (binary) significantly improves LLM re-ranking by 0.15 positions (p=0.010),
neutral,neutral,snippet,POOLED,rank_delta,T2a_question_headings,plr,rf,19779,0.1450053938879009,0.052211268350591686,2.7772815805624385,0.00548156681837894,0.042673188333585216,0.2473375994422166,***,T2a Question Headings (binary) significantly improves LLM re-ranking by 0.15 positions (p=0.005),
neutral,neutral,snippet,POOLED,rank_delta,T2b_structural_modularity,plr,lgbm,19779,0.0018823550298589437,0.001159905924852256,1.6228514653882042,0.1046211608996478,-0.0003910188083061006,0.004155728868023988,,T2b Structural Modularity (count) not significantly improves LLM re-ranking by 0.00 positions (p=0.105),
neutral,neutral,snippet,POOLED,rank_delta,T2b_structural_modularity,plr,rf,19779,0.002186495011556934,0.0010636802478064084,2.05559425970922,0.03982164156890491,0.00010172003478973405,0.004271269988324134,**,T2b Structural Modularity (count) significantly improves LLM re-ranking by 0.00 positions (p=0.040),
neutral,neutral,snippet,POOLED,rank_delta,T3_structured_data_new,plr,lgbm,19779,-0.12307030290783078,0.04944491746167221,-2.4890384942644532,0.012808909621742803,-0.21998056035126395,-0.02616004546439761,**,T3 Structured Data (expanded) significantly worsens LLM re-ranking by 0.12 positions (p=0.013),
neutral,neutral,snippet,POOLED,rank_delta,T3_structured_data_new,plr,rf,19779,-0.11777206535376514,0.04408985143639079,-2.6711830844718762,0.007558440814284539,-0.20418658625281266,-0.03135754445471761,***,T3 Structured Data (expanded) significantly worsens LLM re-ranking by 0.12 positions (p=0.008),
neutral,neutral,snippet,POOLED,rank_delta,T4a_ext_citations,plr,lgbm,19779,-0.1406449476973597,0.08906610678115101,-1.5791073931517603,0.11431142619939832,-0.31521130923161433,0.03392141383689498,,T4a External Citations (binary) not significantly worsens LLM re-ranking by 0.14 positions (p=0.114),
neutral,neutral,snippet,POOLED,rank_delta,T4a_ext_citations,plr,rf,19779,-0.05526099309624873,0.0780022975341806,-0.708453402568474,0.47866373944396223,-0.20814268697462018,0.0976207007821227,,T4a External Citations (binary) not significantly worsens LLM re-ranking by 0.06 positions (p=0.479),
neutral,neutral,snippet,POOLED,rank_delta,T4b_auth_citations,plr,lgbm,19779,-0.010635427283107646,0.008802121972006879,-1.2082799257873467,0.22693960730201623,-0.027887269335769807,0.006616414769554513,,T4b Authority Citations (count) not significantly worsens LLM re-ranking by 0.01 positions (p=0.227),
neutral,neutral,snippet,POOLED,rank_delta,T4b_auth_citations,plr,rf,19779,-0.020268023787968485,0.00877762685848591,-2.3090550686116322,0.0209405256166989,-0.037471856300332326,-0.003064191275604644,**,T4b Authority Citations (count) significantly worsens LLM re-ranking by 0.02 positions (p=0.021),
neutral,neutral,snippet,POOLED,rank_delta,T5_topical_comp,plr,lgbm,15867,0.13742916200509903,0.18506083805751702,0.74261612260929,0.4577141245724251,-0.22528341553643366,0.5001417395466317,,T5 Topical Competence (cosine) not significantly improves LLM re-ranking by 0.14 positions (p=0.458),
neutral,neutral,snippet,POOLED,rank_delta,T5_topical_comp,plr,rf,15867,0.10188411361435559,0.16290907137278526,0.6254047902661841,0.5317054189769921,-0.21741179903116867,0.4211800262598798,,T5 Topical Competence (cosine) not significantly improves LLM re-ranking by 0.10 positions (p=0.532),
neutral,neutral,snippet,POOLED,rank_delta,T6_freshness,plr,lgbm,19779,-0.048831530826297063,0.013398127214190252,-3.644653468775734,0.00026775232468126815,-0.07509137762639592,-0.022571684026198205,***,T6 Freshness (ordinal 0-4) significantly worsens LLM re-ranking by 0.05 positions (p=0.000),
neutral,neutral,snippet,POOLED,rank_delta,T6_freshness,plr,rf,19779,-0.05581495452712914,0.012054097119354184,-4.630372061422341,3.6500925952136458e-06,-0.07944055074721136,-0.03218935830704692,***,T6 Freshness (ordinal 0-4) significantly worsens LLM re-ranking by 0.06 positions (p=0.000),
neutral,neutral,snippet,POOLED,rank_delta,T7_source_earned,plr,lgbm,22117,-0.41660356623959693,0.12031646040528589,-3.462565012603165,0.0005350526346987648,-0.6524194953812967,-0.18078763709789716,***,T7 Source: Earned significantly worsens LLM re-ranking by 0.42 positions (p=0.001),
neutral,neutral,snippet,POOLED,rank_delta,T7_source_earned,plr,rf,22117,-0.3895267431513218,0.10706869403335478,-3.638101189783577,0.0002746555197411035,-0.5993775273284357,-0.17967595897420785,***,T7 Source: Earned significantly worsens LLM re-ranking by 0.39 positions (p=0.000),
neutral,neutral,snippet,POOLED,post_rank,T1a_stats_present,plr,lgbm,20929,0.0492725242532003,0.06613367312538497,0.7450444217695715,0.4562448660325016,-0.08034709323789871,0.17889214174429932,,T1a Stats Present (binary) not significantly worsens post_rank by 0.05 positions (p=0.456),
neutral,neutral,snippet,POOLED,post_rank,T1a_stats_present,plr,rf,20929,0.0680700755726203,0.061663113005302,1.10390267787433,0.2696353571275637,-0.052787405092395046,0.18892755623763566,,T1a Stats Present (binary) not significantly worsens post_rank by 0.07 positions (p=0.270),
neutral,neutral,snippet,POOLED,post_rank,T1b_stats_density,plr,lgbm,20280,0.0028975689777787374,0.00389322588251566,0.7442591478679974,0.45671971086000285,-0.004733013535631124,0.0105281514911886,,T1b Stats Density (continuous) not significantly worsens post_rank by 0.00 positions (p=0.457),
neutral,neutral,snippet,POOLED,post_rank,T1b_stats_density,plr,rf,20280,0.001283587091820737,0.0037432060037312495,0.3429111543797616,0.7316653000174833,-0.006052961862206614,0.008620136045848088,,T1b Stats Density (continuous) not significantly worsens post_rank by 0.00 positions (p=0.732),
neutral,neutral,snippet,POOLED,post_rank,T2a_question_headings,plr,lgbm,20929,-0.041317320479795076,0.05140166523702745,-0.8038128782262084,0.42150505109444514,-0.1420627330897534,0.059428092130163236,,T2a Question Headings (binary) not significantly improves post_rank by 0.04 positions (p=0.422),
neutral,neutral,snippet,POOLED,post_rank,T2a_question_headings,plr,rf,20929,-0.012482354945668586,0.04650735748326852,-0.2683952738049939,0.7883950770620685,-0.10363510062900426,0.07867039073766709,,T2a Question Headings (binary) not significantly improves post_rank by 0.01 positions (p=0.788),
neutral,neutral,snippet,POOLED,post_rank,T2b_structural_modularity,plr,lgbm,20929,-0.0022118373644126957,0.0011261406687158976,-1.9640862157431749,0.04952009447191519,-0.004419032516621707,-4.642212203683892e-06,**,T2b Structural Modularity (count) significantly improves post_rank by 0.00 positions (p=0.050),
neutral,neutral,snippet,POOLED,post_rank,T2b_structural_modularity,plr,rf,20929,-0.0020422138533341544,0.0010102701280197877,-2.021453269470672,0.04323286512826241,-0.004022306918909608,-6.212078775870086e-05,**,T2b Structural Modularity (count) significantly improves post_rank by 0.00 positions (p=0.043),
neutral,neutral,snippet,POOLED,post_rank,T3_structured_data_new,plr,lgbm,20929,0.23684511077212117,0.04523700353331614,5.2356498501871265,1.644053739583678e-07,0.14818221307831034,0.325508008465932,***,T3 Structured Data (expanded) significantly worsens post_rank by 0.24 positions (p=0.000),
neutral,neutral,snippet,POOLED,post_rank,T3_structured_data_new,plr,rf,20929,0.261589167400158,0.040865391620827286,6.40123970491543,1.5412038491513364e-10,0.18149447160921156,0.3416838631911044,***,T3 Structured Data (expanded) significantly worsens post_rank by 0.26 positions (p=0.000),
neutral,neutral,snippet,POOLED,post_rank,T4a_ext_citations,plr,lgbm,20929,-0.005184869411734904,0.08154496094760791,-0.06358295290699996,0.9493023058823686,-0.16501005598977161,0.1546403171663018,,T4a External Citations (binary) not significantly improves post_rank by 0.01 positions (p=0.949),
neutral,neutral,snippet,POOLED,post_rank,T4a_ext_citations,plr,rf,20929,0.007285991209085917,0.07164410600325978,0.10169700782859105,0.918997177240554,-0.13313387626187315,0.14770585868004496,,T4a External Citations (binary) not significantly worsens post_rank by 0.01 positions (p=0.919),
neutral,neutral,snippet,POOLED,post_rank,T4b_auth_citations,plr,lgbm,20929,-0.004026114430678568,0.010554916911801932,-0.3814444456854783,0.7028734864971258,-0.02471337143762308,0.01666114257626595,,T4b Authority Citations (count) not significantly improves post_rank by 0.00 positions (p=0.703),
neutral,neutral,snippet,POOLED,post_rank,T4b_auth_citations,plr,rf,20929,-0.004069418131206132,0.009809964219778554,-0.41482497183847966,0.6782700374764714,-0.023296594691598668,0.015157758429186406,,T4b Authority Citations (count) not significantly improves post_rank by 0.00 positions (p=0.678),
neutral,neutral,snippet,POOLED,post_rank,T5_topical_comp,plr,lgbm,16513,0.16169053509431291,0.1794761748971071,0.9009025024464077,0.3676401605842513,-0.19007630378702872,0.5134573739756545,,T5 Topical Competence (cosine) not significantly worsens post_rank by 0.16 positions (p=0.368),
